timestamp,age,subscribed,work,like,add,expert,invest,income,capital,roi,passive,hopes,pains,barriers,area,area_m,buy,price
12/21/2022 18:12:39,35-44,Пол года - год,Собственный бизнес,"Читаю грамотные мысли, перенимаю опыт",Инф по Китаю,Большой опыт. Хладнокровность,Занимаюсь инвестированием больше года,Не принято говорить,1/3 от депо,35%,35%,Я буду чувствать себя свободнее,"Низкая скорость роста, высокие риски гелполитические, валютные ограничения",,Самостоятельная торговля на фондовом рынке,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Преумножение имеющегося инвестиционного портфеля, Инвестиции в недвижимость, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Создание собственного инвестиционного портфеля и управление им, Внутридневная торговля, Торговля фьючерсами и опционами","Зависит от того, что будет внутри продукта",Затрудняюсь ответить
12/21/2022 18:24:42,25-30,Пол года - год,Занимаюсь криптовалютой,Профессиональный подход к написанию контента,Не хватает лонг-ридов,У вас я хотел бы научиться правильному анализу фондовым и криптовалютных рынков с целью соинвестирования в различные проекты.,"Да, занимаюсь 1-6 месяцев",50-100 тыс. руб,50 тысяч рублей,10%,10%,"Я буду больше реинвестировать, так как нынешние реалии не позволяют это сделать так, как я хотел бы","Непостоянство заработка, торговля на фьючерсах не гарантирует 100% прибыль даже на долгой дистанции с соблюдением риск-менеджмента",,Криптовалюта,"Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Создание собственного инвестиционного портфеля и управление им, Внутридневная торговля, Торговля фьючерсами и опционами, Криптовалюта",Зависит от стоимости,5-10 тысяч рублей
12/21/2022 20:48:13,21-24,1-3 месяца,Работаю в найме,Все,Более подробного объяснения ,Грамотно инвестировать,Занимаюсь этим 6-12 месяцев,20-50 тыс. руб,100000,,30000,Появится больше времени на другие цели ,"Маленький доход , не могу найти нишу в которой хочу развиваться , хочется финансовой независимости",,Недвижимость,"Составление личного/семейного финансового плана, Инвестиции в недвижимость, Криптовалюта","Зависит от того, что будет внутри продукта",10000
12/21/2022 20:56:16,21-24,1-3 месяца,Работаю в найме,Все ,Подробности ,Финансовой грамотности,"Да, меньше 2-х месяцев",20-50 тыс. руб,100000,,30000,Независимость,"Маленькая  з/п ,хочется быть финансово независимым, активный а не пассивный доход",,Недвижимость,"Составление личного/семейного финансового плана, Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Криптовалюта","Зависит от того, что будет внутри продукта",10000
12/21/2022 21:28:54,35-44,3-6 месяцев,Инвестирую в декрете) ,"Обзор облигаций и, в целом, понятно пишите",На моем уровне погружения в тему (новичок) всего хватает ,Инвестировать в плюс,"Да, занимаюсь 1-6 месяцев",До 20 тыс. руб,50000,,От 20т в мес,Начну инвестировать ещё стабильнее ,"Уровень зп, сумма накоплений, сумма в инвестициях ","С февраля практически перестала. Итак новичок, а тут такие качели.. Наращиваю долю облигаций и стараюсь усреднить суммы в акциях до/после сво",Фондовый рынок РФ,"Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Создание собственного инвестиционного портфеля и управление им",Зависит от стоимости,До 8000
12/21/2022 21:39:34,35-44,3-6 месяцев,Работаю в найме,Последовательность расуждений,Н,В знаниях,Занимаюсь инвестированием больше года,100-150 тыс. руб,100 каждый месяц,20,20,Ничего,Алименты,,Самостоятельная торговля на фондовом рынке,"Инвестиции в фондовый рынок России, Внутридневная торговля, Торговля фьючерсами и опционами",Нет,0
12/21/2022 21:55:00,45-55,Пол года - год,Работаю в найме,Посты,Больше практики,Как создать капитал,Занимаюсь этим 6-12 месяцев,50-100 тыс. руб,20000,12 - 15,30 - 40 тыс. в месяц,Добавка к будущей пенсии,"Мало получается откладывать на  инвестиции
Медленно растёт капитал
",,Фондовый рынок РФ,"Экономия и планирование расходов, Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Создание собственного инвестиционного портфеля и управление им",Зависит от стоимости,10000
12/21/2022 22:23:19,35-44,3-6 месяцев,Работаю в найме,Про инвестиций ,"Обучение с нуля , открытие счета ИИС, обучение для подростков фин.грамотности",Очень доступно ,Планирую начать,До 20 тыс. руб,10000,250000,100000 минимум,Спокойное будущее детей и свое ,"Малая доходность
Не решительное вложеник денег
Не совсем умею вкладывать деньги ",Изучаю и сдерживает муж,Фондовый рынок РФ,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Формирование пассивного дохода для выхода на пенсию, Инвестиции в фондовый рынок России, Создание собственного инвестиционного портфеля и управление им","Зависит от того, что будет внутри продукта","Доступно с за 20тыс, стоимость продукта от 1500 рр"
12/21/2022 23:15:22,35-44,Больше двух лет,Работаю в найме,Ваша жизнь ,Вашу семью,Финансовой грамотности и мышлению,Занимаюсь инвестированием больше года,20-50 тыс. руб,2млн,,100 000,Финансовая свобода,"Там где я работаю, чувствую себя оч бедной",,Тут бы хотелось дать несколько ответов ,"Инвестиции в недвижимость, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Криптовалюта",Зависит от стоимости,15000
12/21/2022 23:53:55,45-55,Пол года - год,Работаю в найме,Все нравится,Информации для новичков,Всему,Занимаюсь этим 6-12 месяцев,20-50 тыс. руб,100000,,20000,Прибавка к пенсии,Маленькая пенсич,,Фондовый рынок РФ,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в недвижимость, Инвестиции в фондовый рынок России, Создание собственного инвестиционного портфеля и управление им, Внутридневная торговля, Торговля фьючерсами и опционами","Зависит от того, что будет внутри продукта",Не знаю
12/22/2022 0:09:47,Больше 55,1-2 года,Пенсионер,Ваша понятная подача материала,"Мне всего хватает, так как я неискушенный читатель. Пока на начальном этапе впитываю ваши тексты, что-то усваиваю, что-то остаётся невостребованным.","Учиться не планирую. Нужно усвоить то, что даётся.",Занимаюсь инвестированием больше года,50-100 тыс. руб,До 1 млн. Руб.,10-15% после СВО менее оптимистично смотрю на фондовый рынок РФ,"50,0 т.р ",Относительная свобода и возможность ,Малые деньги пенсии при стаже 37 лет,продолжаю инвестировать,Криптовалюта,"Внутридневная торговля, Торговля фьючерсами и опционами, Криптовалюта",Зависит от стоимости,Не берусь судить
12/22/2022 2:57:53,45-55,Пол года - год,Работаю в найме,Мне всё нравится,Больше новостей,Правильно ставить цель и идти к ней,Планирую начать,50-100 тыс. руб,Пока могу ежемесячно по 10000,300-500 тыс. Руб,В месяц 50-100 тым. Руб,Независимость от денег,Ограничение в тратах,"Присматриваюсь, учусь",Самостоятельная торговля на фондовом рынке,Формирование пассивного дохода для выхода на пенсию,"Зависит от того, что будет внутри продукта",Не знаю
12/22/2022 6:55:36,25-30,3-6 месяцев,домохозяйка,Разбор различных конкретных финансовых инструментов. А также углублённый анализ.,"Больше вариантов финансовых инструментов. И ещё хотелось бы варианты инвестиций для лоу банков для наращивания капитала. Много информации по составлению портфеля, но мало информации по фиксации прибыли и ребалансировки портфеля. Хочется конкретных правил и примеров. ",портфельное инвестирование,Планирую начать,я домохозяйка,50000,выше инфляции на 3-5%,от 50000/мес,"Я буду более спокойна и уверена, смогу больше уделять внимания развитию и тому, что мне действительно интересно","недостаточный доход, недостаточность фин. подушки, неуверенность",накапливаю знания,Зарубежные фондовые рынки,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Понять, как закрыть кредиты и избавиться от долгов, Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в недвижимость, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Создание собственного инвестиционного портфеля и управление им, Внутридневная торговля, Криптовалюта",зависит от стоимости и наполнения,зависит от наполнения
12/22/2022 7:41:53,45-55,1-2 года,Работаю в найме,Аналитика,Затрудняюсь ответить,Выводы специалиста для принятия решения,Занимаюсь инвестированием больше года,150-300 тыс. руб,2000000,20%,Месячный в районе 50 т.р.,Ничего,"Неопределенность, горизонт планирования, внешняя политическая турбулентность которая может привести экономику ... В ""каменный"" век""",,Фондовый рынок РФ,"Защита накоплений на срок до 2 лет., Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России","Зависит от того, что будет внутри продукта","10-20т. Р., купленный ранее курс считаю слишком дорогим для полученной информации. "
12/22/2022 7:54:29,35-44,Пол года - год,Работаю в найме,Анализ рынков и происходящего около них. Идеи инвестирования. ,"Спасибо, мне кажется всё есть",Уметь находить вовремя нужную информацию ,Занимаюсь этим 6-12 месяцев,50-100 тыс. руб,Около 100000 в год. ,От 30% и выше. ,От 20000 ежемесячно ,Можно будет позволить взять отпуск и отдохнуть с семьёй. Начну планировать приобретение дачи. ,"Нет загородного участка с домиком и баней, где можно проводить время отдыха. Не могу позволить себе приобретение нового автомобиля. ",,Фондовый рынок РФ,"Составление личного/семейного финансового плана, Понять, как закрыть кредиты и избавиться от долгов, Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Создание собственного инвестиционного портфеля и управление им","Зависит от того, что будет внутри продукта",Всё зависит от наполнения продукта 
12/22/2022 8:51:40,Больше 55,3-6 месяцев,Пенсионер ,Ваша искренность и доходчивость,Начальный этап инвестиции ,Направленность новичку,Планирую начать,20-50 тыс. руб,30000 рублей ,10-12% годовых ,300000 рублей в год в будущем ,"Качество жизни, могу поехать в путешествие, ходить в театры","Постоянный контроль финансов, ограничение в расходах, отсутствие дополнительный доходов",Не хватает знаний,Фондовый рынок РФ,"Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Создание собственного инвестиционного портфеля и управление им",Зависит от стоимости,Доступный для начинающих 
12/22/2022 8:57:30,Больше 55,1-2 года,Пенсионер,Актуальность информации,Все хватает,Опыт,Больше 8 лет,20-50 тыс. руб,Я и так инвестор,Больше инфляции реальной,20тр в мес,Особенно -ничего,"Это не проблемы, но почему нужен допдоход: нужно помогать, инфляция сьёдает запланированный ранее и получаемый доход, пока ещё есть интерес к жизни, а это требует денег ",Поздно начал,Фондовый рынок РФ,"Защита накоплений на срок до 2 лет., Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Создание собственного инвестиционного портфеля и управление им",Содержимое+цена,Зависит от наличия аналогов на рынке
12/22/2022 12:38:37,45-55,Пол года - год,Работаю в найме,Ещё не смотрел,Не смотрел ,Инвестиции ,"Пробовал-(а), но сейчас не инвестирую",150-300 тыс. руб,10% от дохода ,10-15%,30000 - 50000,Это доход для будущей пенсии,"Кредит, не получается инвестировать, расходы ",Перестал из-за ситуации в стране ,Индексные фонды,"Понять, как закрыть кредиты и избавиться от долгов, Формирование пассивного дохода для выхода на пенсию, Криптовалюта","Зависит от того, что будет внутри продукта",Затрудняюсь ответить 
12/22/2022 12:43:51,31-34,Пол года - год,госслужиший,полезная информация и мысли,всего хватает,в финансовых советах,Занимаюсь инвестированием больше года,20-50 тыс. руб,20000,12-15%,10000 - 15000 в месяц,качество жизни,кредиты,,Фондовый рынок РФ,Инвестиции в фондовый рынок России,"Зависит от того, что будет внутри продукта",15000
12/22/2022 13:16:31,35-44,Больше двух лет,Работаю в найме,Все,Больше аналитики ОФЗ,Думаю ,Планирую начать,100-150 тыс. руб,1000000,1200000,100000,Свобода выбора,Все устраивает ,,Фондовый рынок РФ,"Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Создание собственного инвестиционного портфеля и управление им",Зависит от стоимости,Не знаю 
12/22/2022 13:33:59,25-30,3-6 месяцев,Работаю в найме,"Структура, польза, ненавязчивость подачи и частоты постинга",В криптокубышке кратких описаний интересных перспективных проектов по вашему экспертному мнению,Как успевать следить за всеми новостями на рынках фондов и крипты),Занимаюсь этим 6-12 месяцев,20-50 тыс. руб,Инвестирую согласно графику,15-20%,15000р/мес,"Хочу накопить сумму, пассивный доход с которой будет покрывать мой ежегодный отпуск (минимум 150.000р)",Работа в найме отнимает много времени и приносит мало дохода,Ощутимая просадки портфеля заставила сбавить обороты и пересмотреть стратегию. Зайти в инвестиции в декабре 2021 оказалось слишком стрессово во всех смыслах. Будущее туманно,_,"Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию","Зависит от того, что будет внутри продукта",до 10.000р
12/22/2022 13:46:04,35-44,3-6 месяцев,Работаю в найме,Всё,Юмора,Сохранить капиталл,Планирую начать,20-50 тыс. руб,10000,,10000,Пока не знаю что изменится,"Количество, неопределённость, сложность",,Фондовый рынок РФ,"Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию",Зависит от стоимости,1000
12/22/2022 17:33:23,45-55,Пол года - год,Работаю в найме,Интересная и понятная информация,Не знаю,Финансовой грамотности,"Пробовал-(а), но сейчас не инвестирую",20-50 тыс. руб,Небольшую,Не меньше 100000,Не меньше 50000,Ничего особо не изменится,Зарплата,Потому что много потеряла в связи с последними событиями,Криптовалюта,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Понять, как закрыть кредиты и избавиться от долгов, Формирование пассивного дохода для выхода на пенсию, Криптовалюта","Зависит от того, что будет внутри продукта",5000-15000
12/22/2022 19:01:03,45-55,1-2 года,Работаю в найме,Советы по инвестированию в цб,Практические примеры с конкретными цб,Не потерять финансы,Занимаюсь инвестированием больше года,50-100 тыс. руб,30%от дохода,15-20%,От 100 000 руб.,Наслаждаться жизнью и не зависеть от других,1. Недостаточный доход на месте работы. 2. Временное падение стоимости портфеля. 3. Заморозка отдельных приобретенных фондов.,,Фондовый рынок РФ,"Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России","Зависит от того, что будет внутри продукта",От 1000 р
12/22/2022 22:29:38,45-55,1-2 года,Работаю в найме,полезные вещи,"полезные , практические идеи и их обоснованность",оценка и принятие  решения,Занимаюсь инвестированием больше года,50-100 тыс. руб,500тр,+300 пунктов к ключевой руб. или +200 пунктов к USA,150тр/мес.,"расширение своей свободы, независимости от текущей работы, возможность попробовать новый бизнес без риска для семьи ",отсутствие СТАБИЛЬНОГО дополнительного заработка ,"инвестирую , не прекращаю",Зарубежные фондовые рынки,"Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовые рынки за границей","Зависит от того, что будет внутри продукта",10000
12/22/2022 23:28:34,18-21,1-2 года,Учусь в школе/универе,"Честность, подробность и максимальная объективность. Широта аналитического взгляда.",Всё хорошо.,Глубине понимания и широте взгляда на финансы и экономику в жизни; перенять Ваш опыт.,Занимаюсь инвестированием больше года,До 20 тыс. руб,"1000000; ИЛИ: спокойно держал в инвестициях до 70% капитала, но в самых разных активах с разной степенью риска.",,"Достойную, и учусь этому. Идеал, конечно, это полное обеспечение, так чтобы не работать. Но это или большое вложения или огромное везение.",Больше времени появится. Меньше нервов будет тратиться. Уверенность в социуме.,"Ещё учусь, не могу начать нормально зарабатывать.",,Криптовалюта,"Экономия и планирование расходов, Защита накоплений на срок до 2 лет., Преумножение имеющегося инвестиционного портфеля, Инвестиции в недвижимость, Создание собственного инвестиционного портфеля и управление им, Криптовалюта",Зависит от стоимости,Самообучение по материалам – до 7.000₽; с сопровождением – 10.000₽+.
12/23/2022 0:05:51,35-44,1-3 месяца,Собственный бизнес,Полезная информация,Пока не могу отвнтить,Инвестированию,"Да, занимаюсь 1-6 месяцев",Не зарабатываю,20000,15 % от вложений,100000 в месяц,Самое главное - Расчитаюсь с долгами ,"Больше трачу, чем зарабатываю. ",Только учусь,Фондовый рынок РФ,"Экономия и планирование расходов, Понять, как закрыть кредиты и избавиться от долгов, Преумножение имеющегося инвестиционного портфеля",Зависит от стоимости,От 10000 руб. 
12/23/2022 5:27:57,45-55,3-6 месяцев,Собственный бизнес,Новости,Прогноз,Инвестициям,"Да, меньше 2-х месяцев",100-150 тыс. руб,100 т.р.,30,200,Высплюсь,"Не постоянство, пьянство, разгильдяйство",Мало средств,Фондовый рынок РФ,"Формирование пассивного дохода для выхода на пенсию, Инвестиции в фондовый рынок России","Зависит от того, что будет внутри продукта",100
12/23/2022 6:48:28,45-55,1-2 года,Инвестициями (недвижка/фондовый рынок),"Обучающие посты, мысли","Короткий обзор рос рынка, уровни цели","Общий взгляд на рынок, стратегию торговли","Пробовал-(а), но сейчас не инвестирую",100-150 тыс. руб,1-2 млн,30 min  а хочется x3-5,30% стабильно ,"Увеличение ежегодно капитала, стабильная пенсия","Доход, нестабильность, геополитики", Падение рос рынка в феврале портфель  долгосрочные -25-50%,Фондовый рынок РФ,"Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в недвижимость, Инвестиции в фондовые рынки за границей, Криптовалюта","Зависит от того, что будет внутри продукта",3-15
12/23/2022 12:23:26,45-55,Пол года - год,Работаю в найме,Новые информации,Не всегда понятны термины,Инвестиции ,"Нет, не пробовал-(а)",20-50 тыс. руб,10000,200000,50000 в месяц,Уволилась бы с найма,"Маленькая зарплата,  длинный рабочий день, нет дополнительного дохода ","Меня обманули мошенники, теперь есть страх напороться на них",Фондовый рынок РФ,"Составление личного/семейного финансового плана, Понять, как закрыть кредиты и избавиться от долгов, Формирование пассивного дохода для выхода на пенсию, Инвестиции в недвижимость",Зависит от стоимости,Не знаю
12/23/2022 15:59:52,25-30,1-2 года,Топ-менеджмент,"Комментарии к событиям, анализ, инсайды ",Все ок,Грамотно обращаться с финансами,"Да, занимаюсь 1-6 месяцев",100-150 тыс. руб,50000,13%,200000,Свобода выбора,"Не планирую, не считаю, зарабатываю пока не много ",,Криптовалюта,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Создание собственного инвестиционного портфеля и управление им, Криптовалюта","Зависит от того, что будет внутри продукта",Должна быть рассрочка :) 
12/23/2022 16:34:46,45-55,Пол года - год,Работаю в найме,Аналитика и прогнозы,Что прогнозы совпадают с реалиями ,инвестиции,"Да, меньше 2-х месяцев",100-150 тыс. руб,200 т. р.,"как минимум в 2 раза больше, чем по банк депозитам",200 т.р./ мес,"Уволюсь с наемной работы, займусь собой, своим делом","1.Как сохранить и уберечь свои финансы от непредсказуемости в стране;
2. Обеспечить себе достойный уровень жизни на пенсии
3. Расчеты за рубежом",Дефицит времени и знаний,Зарубежные фондовые рынки,"Понять, как закрыть кредиты и избавиться от долгов, Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Создание собственного инвестиционного портфеля и управление им, Криптовалюта","Зависит от того, что будет внутри продукта",Не знаю
12/23/2022 16:49:04,21-24,1-2 года,Занимаюсь криптовалютой,Криптокубышка,Больший объём информативности поста,Многолетний опыт в инвестициях,Занимаюсь инвестированием больше года,20-50 тыс. руб,"10,000$",50,"3,000$",Взгляд на жизнь,"Много расходов
Долги
Недостаточный доход",,Криптовалюта,"Составление личного/семейного финансового плана, Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовые рынки за границей, Торговля фьючерсами и опционами, Криптовалюта","Зависит от того, что будет внутри продукта",До 500$
12/23/2022 17:09:57,31-34,1-2 года,Работаю в найме,"Актуальные изменения,  новости","Может каких-то простых,  пошаговых действий ","Понимание рынка и спокойствию по отношению к деньгам,  навыку зарабатывать ",Планирую начать,150-300 тыс. руб,Начала бы с 25000 руб в мес,21,"Для начала любую,  просто прочувствовать","Ничего,  появится уверенность в действиях",Нет роста. ,Для меня оказалось не так просто. ,Фондовый рынок РФ,"Формирование пассивного дохода для выхода на пенсию, Инвестиции в недвижимость, Инвестиции в фондовый рынок России, Создание собственного инвестиционного портфеля и управление им",Зависит и от наполнения и от стоимости ,10000-20000
12/23/2022 18:32:46,45-55,1-3 месяца,Работаю в найме,Лапоничность,Не знаю,Умению зарабатывать ,Планирую начать,20-50 тыс. руб,3000-5000,,10000-50000 в месяц,Можно планировать поездки в отпуск,"Оклад,инфляция,планирование пенсии","Не хватает знаний,и всё так изменилось",Самостоятельная торговля на фондовом рынке,"Экономия и планирование расходов, Составление личного/семейного финансового плана, Формирование пассивного дохода для выхода на пенсию, Создание собственного инвестиционного портфеля и управление им",Зависит от стоимости,3000
12/23/2022 19:21:05,35-44,Пол года - год,Работаю в найме,Много полезной информации легко и доступно,"Графиков, которые Вы рассчитываете и как их рассчитываете и хоть изредка, что Вы покупаете.","Я начинающий инвестор и мне все интересно, я Вам доверяю.",Занимаюсь этим 6-12 месяцев,На трейдинге,30000,30-50 тыс в мес,30-50 тыс в мес,"Начну больше времени проводить с семьёй, закрою ипотеку, мечтаем о новой квартире, баловать детей и родителей. А самое главное-это новые знания, умения, навыки, которые приносят доход.","Маленький финансовый доход, финансовая неграмотность (у нас 2 сына, старшему 15 лет, стараемся вместе учиться новому), мало свободного времени, квартира.",Я начинающий инвестор - очень мало знаний.,Трейдинг и пенсионный портфель.,"Экономия и планирование расходов, Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Создание собственного инвестиционного портфеля и управление им, Внутридневная торговля, Торговля фьючерсами и опционами",Зависит от стоимости,Незнаею.
12/23/2022 20:07:26,18-21,1-2 года,Работаю в найме,"Ваш анализ советы и отзывчивость.
",Больше информации об ваших активах и криптовалюты.,Инвестированию в фондовый рынок.,"Да, меньше 2-х месяцев",20-50 тыс. руб,"20000 рублей.
",Как можно больше. А если точнее в среднем 10-15 процентов годовых.,10-15%,"Скорее всего обрету финансовую независимость.
Смогу больше времени уделять своим близким и себе. Начну осуществлять свои мечты.","Затраты времени на работе.
Риски и подводные камни.
Нестабильность.",Пока что я как следует изучаю эту сферу. Я новичок.,Криптовалюта,"Экономия и планирование расходов, Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей, Криптовалюта","Зависит от того, что будет внутри продукта",20000-30000 рублей.
12/23/2022 20:45:39,45-55,Больше двух лет,Работаю в найме,Актуальные финансовые новости и аналитика. Интересная подача материала👏👏👏,По возможности-больше советов по инвестированию в современых реалиях,"Выбор инструментов инвестирования, которые могут""выстрелить"" или недооценены-с перспективой роста. ",Занимаюсь инвестированием больше года,100-150 тыс. руб,500000,,100 тр/месяц,Можно будет быть менее зависимым от работы по найму и больше времени посвящать изучению возможностям инвестирования и работе с криптой,"1.Размер з/платы (точнее сказать- высокие трудо- и времязатраты- для того, чтобы получать высокие заработки) 
2.""Высокая экономическая нестабильность"" в настоящее время в стране и мире.т.е. нет гарантий сохранности своих накоплений. 
3. Пошатнувшееся ""доверие"" к крипте. (LUNA, FTC,  разговоры вокруг Binance? ) ",,Криптовалюта,"Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Торговля фьючерсами и опционами, Криптовалюта","Зависит от того, что будет внутри продукта",? 
12/23/2022 21:19:46,25-30,Пол года - год,Менеджер по продажам,Доходчивое  понятное объяснение ,"Налоги по валютным акциям, аналитика компаний ",Правильно анализировать компании и грамотно сформировать свой портфель,Занимаюсь этим 6-12 месяцев,100-150 тыс. руб,100000,20%,100 000 р/мес,"Буду спокоен за свой доход, будет возможность больше заниматься своими целями и благотворительностью ","Порой возникают непредвиденные расходы, на которые не всегда хватает ресурсов. ",,Зарубежные фондовые рынки,"Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Инвестиции в фондовые рынки за границей","Зависит от того, что будет внутри продукта",30-45тр
12/23/2022 21:44:37,35-44,1-3 месяца,Работаю в найме,Аналитика,"Я с Вами недавно , и поэтому пока всего достаточно ","В диверсификации,  и грамотном прогнозируемом подходе к делу ",Занимаюсь этим 6-12 месяцев,50-100 тыс. руб,400,43%,90 т.р в мес,"Смогу позволить себе больше чем сейчас : путешествовать туда куда хочется , проходить курсы самообразования,  оплачивать спортивные тренировки  детей , начинать создавать финансовую подушку для будущего детей (учёба,  квартира)","1. Денег хватает только на жизненные потребности .
2. Приходится работать сверх нормы чтобы оплатить учёбу свою и детей.",,Самостоятельная торговля на фондовом рынке,"Защита накоплений на срок до 2 лет., Формирование пассивного дохода для выхода на пенсию, Преумножение имеющегося инвестиционного портфеля, Инвестиции в фондовый рынок России, Создание собственного инвестиционного портфеля и управление им, Внутридневная торговля, Торговля фьючерсами и опционами","Зависит от того, что будет внутри продукта",3.т.р в месяц 
